"ID","地域","緯度","経度","ジャンル1","サブジャンル1","ジャンル2","サブジャンル2","ジャンル3","サブジャンル3","名称","概略","郵便番号","住所","電話番号","Fax番号","E-mail","開館時間","休館日","料金","備考","リンク"
"1609","金沢市","36.5829","136.586688","避難所","","","","","","加賀友禅染色団地公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0356","金沢市専光寺町ニ173-1","","","","","","","",""
"1610","金沢市","36.582069","136.580521","避難所","","","","","","専光寺五本松公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0356","金沢市専光寺町そ94","","","","","","","",""
"1611","金沢市","36.574707","136.602598","避難所","","","","","","西部緑地公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0361","金沢市袋畠町南193番地","","","","","","","",""
"1612","金沢市","36.566532","136.601472","避難所","","","","","","松島町西公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0364","金沢市松島３丁目179","","","","","","","",""
"1613","金沢市","36.566639","136.609468","避難所","","","","","","古府徳代公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0362","金沢市古府２丁目4","","","","","","","",""
"1614","金沢市","36.57098","136.607759","避難所","","","","","","古府中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0362","金沢市古府３丁目95","","","","","","","",""
"1615","金沢市","36.564237","136.60196","避難所","","","","","","松島町中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0364","金沢市松島２丁目165","","","","","","","",""
"1616","金沢市","36.593358","136.582986","避難所","","","","","","健民海浜公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0351","金沢市普正寺町11-1-1","076-267-2266","076-267-2267","","","","","",""
"1617","金沢市","36.586264","136.579016","避難所","","","","","","専光寺ソフトボール場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0356","金沢市専光寺町レ3-5","076-268-7090","076-267-0927","","","","","",""
"1618","金沢市","36.572815","136.597162","避難所","","","","","","二塚公民館（指定避難場所）","収容人数：109
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0367","金沢市北塚町西98","076-249-3474","076-240-4254","","","","","標高：5.0M",""
"1619","金沢市","36.570126","136.590808","避難所","","","","","","緑小学校（指定避難場所）","収容人数：2589
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0373","金沢市みどり1-166","","","","","","","標高：4.5M",""
"1620","金沢市","36.587019","136.641398","避難所","","","","","","西念町第２公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0024","金沢市西念２丁目3101","","","","","","","",""
"1621","金沢市","36.587554","136.636842","避難所","","","","","","西念町児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0024","金沢市西念３丁目701","","","","","","","",""
"1622","金沢市","36.594693","136.639313","避難所","","","","","","南新保第２児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0027","金沢市駅西新町２丁目1101","","","","","","","",""
"1623","金沢市","36.591791","136.635174","避難所","","","","","","姉妹都市公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0027","金沢市駅西新町３丁目","","","","","","","",""
"1624","金沢市","36.586902","136.640583","避難所","","","","","","西公民館（指定避難場所）","収容人数：143
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","920-0024","金沢市西念2-34-9","076-262-6176","076-262-3185","","","","","標高：5.3M",""
"1625","金沢市","36.592157","136.636518","避難所","","","","","","西小学校（指定避難場所）","収容人数：1945
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0027","金沢市駅西新町3-15-1","076-263-5338","076-263-5340","","","","","標高：4.8M",""
"1626","金沢市","36.589968","136.626399","避難所","","","","","","西都ゆめみどり公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-8202","金沢市西都２丁目15","","","","","","","",""
"1627","金沢市","36.582982","136.636137","避難所","","","","","","駅西第４児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0025","金沢市駅西本町３丁目406","","","","","","","",""
"1628","金沢市","36.579342","136.620191","避難所","","","","","","桜田中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0057","金沢市桜田町１丁目116","","","","","","","",""
"1629","金沢市","36.585438","136.626571","避難所","","","","","","北町児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0025","金沢市駅西本町6丁目403","","","","","","","",""
"1630","金沢市","36.576275","136.624909","避難所","","","","","","出雲中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0056","金沢市出雲町イ418","","","","","","","",""
"1631","金沢市","36.576876","136.621285","避難所","","","","","","桜田南児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0057","金沢市桜田町2丁目65","","","","","","","",""
"1632","金沢市","36.572884","136.6329","避難所","","","","","","大豆田公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8047","金沢市大豆田本町甲535","","","","","","","",""
"1633","金沢市","36.575542","136.615693","避難所","","","","","","示野中青島公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0058","金沢市示野中町2-114","","","","","","","",""
"1634","金沢市","36.577935","136.617135","避難所","","","","","","示野中中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0058","金沢市示野中町1-40","","","","","","","",""
"1635","金沢市","36.575211","136.631083","避難所","","","","","","若宮中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0054","金沢市若宮2-29","","","","","","","",""
"1636","金沢市","36.580988","136.607437","避難所","","","","","","示野町児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0059","金沢市示野町西26","","","","","","","",""
"1637","金沢市","36.579398","136.633696","避難所","","","","","","戸板公民館（指定避難場所）","収容人数：130
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0051","金沢市戸板１丁目2","076-231-5830","076-231-5180","","","","","標高：7.0M",""
"1638","金沢市","36.585149","136.62912","避難所","","","","","","長田中学校（指定避難場所）","収容人数：3451
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0067","金沢市二宮町1-1","076-231-0035","076-231-0039","","","","","標高：6.4M",""
"1639","金沢市","36.57923","136.622833","避難所","","","","","","戸板小学校（指定避難場所）","収容人数：3032
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0068","金沢市戸板１丁目１番地","076-231-5485","076-223-0170","","","","","標高：6.6M",""
"1640","金沢市","36.574896","136.640104","避難所","","","","","","長田２丁目ひまわり公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0043","金沢市長田2丁目9","","","","","","","",""
"1641","金沢市","36.57988","136.639932","避難所","","","","","","駅西第３児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0025","金沢市駅西本町1丁目904","","","","","","","",""
"1642","金沢市","36.582693","136.643572","避難所","","","","","","駅西中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0024","金沢市西念1丁目1101","","","","","","","",""
"1643","金沢市","36.578521","136.643274","避難所","","","","","","駅西第１児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0031","金沢市広岡2-802","","","","","","","",""
"1644","金沢市","36.575882","136.642986","避難所","","","","","","長田町公民館（指定避難場所）","収容人数：133
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0043","金沢市長田1-5-50","076-263-3900","076-263-3900","","","","","標高：9.4M",""
"1645","金沢市","36.575357","136.6421","避難所","","","","","","長田町小学校（指定避難場所）","収容人数：2096
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0043","金沢市長田1-5-40","076-231-7221","076-231-0233","","","","","標高：9.3M",""
"1646","金沢市","36.51631","136.619923","避難所","","","","","","額新町２丁目緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8149","金沢市額新町2-49","","","","","","","",""
"1647","金沢市","36.520147","136.621827","避難所","","","","","","額新町１丁目緑地（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8149","金沢市額新町1-183","","","","","","","",""
"1648","金沢市","36.52077","136.625724","避難所","","","","","","光が丘１丁目児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8142","金沢市光が丘1-67","","","","","","","",""
"1649","金沢市","36.517324","136.630939","避難所","","","","","","高尾南ゆうあい公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8154","金沢市高尾南2-119","","","","","","","",""
"1650","金沢市","36.523355","136.622348","避難所","","","","","","馬替児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8141","金沢市馬替2-39-1","","","","","","","",""
"1651","金沢市","36.523307","136.627063","避難所","","","","","","城谷公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8155","金沢市高尾台4-57","","","","","","","",""
"1652","金沢市","36.515297","136.634318","避難所","","","","","","高尾第３児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","921-8154","金沢市高尾南1-165","","","","","","","",""
"1653","金沢市","36.518021","136.620199","避難所","","","","","","あすなろ公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8149","金沢市額新町1-26","","","","","","","",""
"1654","金沢市","36.517222","136.620341","避難所","","","","","","額新町第３児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8149","金沢市額新町2-77-1","","","","","","","",""
"1655","金沢市","36.519082","136.623734","避難所","","","","","","額新町第２公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8149","金沢市額新町1-218-1","","","","","","","",""
"1656","金沢市","36.522124","136.624092","避難所","","","","","","扇台公民館（指定避難場所）","収容人数：156
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8141","金沢市馬替1-29-1","076-296-8585","076-296-8588","","","","","標高：25.1M",""
"1657","金沢市","36.523109","136.624957","避難所","","","","","","扇台小学校（指定避難場所）","収容人数：2549
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8141","金沢市馬替1-34","076-298-2711","076-298-2719","","","","","標高：24.9M",""
"1658","金沢市","36.508149","136.619022","避難所","","","","","","三十苅児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8131","金沢市三十苅町丙184","","","","","","","",""
"1659","金沢市","36.507467","136.615258","避難所","","","","","","三十苅中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8131","金沢市三十苅町丁154","","","","","","","",""
"1660","金沢市","36.499878","136.621138","避難所","","","","","","中四十万児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","921-8133","金沢市四十万町リ部407","","","","","","","",""
"1661","金沢市","36.497739","136.619378","避難所","","","","","","四十万あいぞめ公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8134","金沢市南四十万1-221","","","","","","","",""
"1662","金沢市","36.503418","136.618273","避難所","","","","","","四十万中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8133","金沢市四十万町3-185","","","","","","","",""
"1663","金沢市","36.50322","136.617619","避難所","","","","","","四十万小学校（指定避難場所）","収容人数：2492
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","921-8135","金沢市四十万3-186","076-298-3015","076-298-3037","","","","","標高：41.0M",""
"1664","金沢市","36.509214","136.629431","避難所","","","","","","額谷運動広場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8144","金沢市額谷町ホ2-3","","","","","","","",""
"1665","金沢市","36.513111","136.627245","避難所","","","","","","光が丘３丁目児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8142","金沢市光が丘3-19","","","","","","","",""
"1666","金沢市","36.508636","136.626197","避難所","","","","","","額谷第１児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8145","金沢市額谷2-49","","","","","","","",""
"1667","金沢市","36.508174","136.618903","避難所","","","","","","額乙丸児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8146","金沢市額乙丸町ニ230","","","","","","","",""
"1668","金沢市","36.516795","136.62407","避難所","","","","","","大額２丁目公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8147","金沢市大額2-132","","","","","","","",""
"1669","金沢市","36.514228","136.618633","避難所","","","","","","大額１丁目公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8147","金沢市大額1-378","","","","","","","",""
"1670","金沢市","36.511973","136.625499","避難所","","","","","","額せせらぎ公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8147","金沢市大額3-237","","","","","","","",""
"1671","金沢市","36.509214","136.629431","避難所","","","","","","額谷ふれあい公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8144","金沢市額谷町ヌ16","","","","","","","",""
"1672","金沢市","36.516375","136.616278","避難所","","","","","","額新保中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8148","金沢市額新保2-350","","","","","","","",""
"1673","金沢市","36.516261","136.627956","避難所","","","","","","光が丘中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8142","金沢市光が丘2-105","","","","","","","",""
"1674","金沢市","36.50983","136.629437","避難所","","","","","","鶴寿園（指定避難場所）","収容人数：553
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8144","金沢市額谷町ヌ1","076-298-9355","","","","","","標高：55.2M",""
"1675","金沢市","36.509438","136.629925","避難所","","","","","","額谷ふれあい体育館（指定避難場所）","収容人数：776
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：未利用","921-8144","金沢市額谷町ヌ16","076-296-1123","076-298-1435","","","","","標高：50.7M",""
"1676","金沢市","36.510864","136.624167","避難所","","","","","","額公民館（指定避難場所）","収容人数：135
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8145","金沢市額谷3-1-1","076-296-1515","076-296-1717","","","","","標高：36.5M",""
"1677","金沢市","36.511025","136.623219","避難所","","","","","","額中学校（指定避難場所）","収容人数：3250
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","921-8146","金沢市額乙丸町イ7","076-298-3520","076-298-2049","","","","","標高：35.0M",""
"1678","金沢市","36.51049","136.621857","避難所","","","","","","額小学校（指定避難場所）","収容人数：2373
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","921-8146","金沢市額乙丸町イ41","076-298-0167","076-298-4885","","","","","標高：34.9M",""
"1679","金沢市","36.522182","136.636443","避難所","","","","","","的場公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8155","金沢市高尾台1-354","","","","","","","",""
"1680","金沢市","36.535364","136.623096","避難所","","","","","","横川日吉児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8163","金沢市横川1-68","","","","","","","",""
"1681","金沢市","36.52748","136.630585","避難所","","","","","","三馬第４児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8162","金沢市三馬3-325","","","","","","","",""
"1682","金沢市","36.52642","136.634763","避難所","","","","","","三馬第３児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8162","金沢市三馬1-73","","","","","","","",""
"1683","金沢市","36.52526","136.631247","避難所","","","","","","三馬第２児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8162","金沢市三馬1-229","","","","","","","",""
"1684","金沢市","36.530685","136.639181","避難所","","","","","","窪錦丘公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8151","金沢市窪7-309","","","","","","","",""
"1685","金沢市","36.528562","136.632062","避難所","","","","","","三馬第１児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8162","金沢市三馬3-150","","","","","","","",""
"1686","金沢市","36.533786","136.630611","避難所","","","","","","久安殿屋敷公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8164","金沢市久安2-281","","","","","","","",""
"1687","金沢市","36.532748","136.632315","避難所","","","","","","久安伏見公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8164","金沢市久安1-489","","","","","","","",""
"1688","金沢市","36.531734","136.634945","避難所","","","","","","円光寺第２公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8177","金沢市伏見台3-58","","","","","","","",""
"1689","金沢市","36.526924","136.639675","避難所","","","","","","窪伏見台公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8151","金沢市窪4-547","","","","","","","",""
"1690","金沢市","36.521475","136.630418","避難所","","","","","","高尾中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8155","金沢市高尾台3-143","","","","","","","",""
"1691","金沢市","36.525946","136.638014","避難所","","","","","","伏見台公民館（指定避難場所）","収容人数：155
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8151","金沢市窪5-675","076-243-3341","076-243-3341","","","","","標高：28.4M",""
"1692","金沢市","36.522924","136.634259","避難所","","","","","","高尾台中学校（指定避難場所）","収容人数：3844
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8155","金沢市高尾台1-128","076-298-6931","076-298-9936","","","","","標高：29.7M",""
"1693","金沢市","36.526588","136.637939","避難所","","","","","","伏見台小学校（指定避難場所）","収容人数：2574
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8151","金沢市窪5-335","076-244-5091","076-243-4484","","","","","標高：27.1M",""
"1694","金沢市","36.530407","136.656704","避難所","","","","","","大乗寺丘陵公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8114","金沢市長坂町","","","","","","","",""
"1695","金沢市","36.533417","136.637974","避難所","","","","","","寺地なかよし公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8177","金沢市伏見台2-72","","","","","","","",""
"1696","金沢市","36.535528","136.644004","避難所","","","","","","寺地みんなの広場（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8178","金沢市寺地1-39","","","","","","","",""
"1697","金沢市","36.536918","136.635895","避難所","","","","","","寺地いなほ公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8178","金沢市寺地2-69","","","","","","","",""
"1698","金沢市","36.539295","136.642896","避難所","","","","","","金沢南総合運動公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8171","金沢市富樫3丁目","","","","","","","",""
"1699","金沢市","36.528441","136.647252","避難所","","","","","","富樫公民館（指定避難場所）","収容人数：142
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8175","金沢市山科1-6-8","","","","","","","標高：36.9M",""
"1700","金沢市","36.530269","136.641566","避難所","","","","","","金沢錦丘高等学校・中学校（指定避難場所）","収容人数：1241
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","921-8151","金沢市窪6-218","076-241-8341","076-241-8495","","","","","",""
"1701","金沢市","36.529502","136.645546","避難所","","","","","","富樫小学校（指定避難場所）","収容人数：1877
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8175","金沢市山科3-6-60","076-243-2533","076-243-2534","","","","","標高：32.7M",""
"1702","金沢市","36.550537","136.626615","避難所","","","","","","米泉公民館（指定避難場所）","収容人数：125
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","921-8044","金沢市米泉町8-126","076-241-8924","076-247-1909","","","","","標高：9.6M",""
"1703","金沢市","36.549026","136.627854","避難所","","","","","","金沢伏見高等学校（指定避難場所）","収容人数：859
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8044","金沢市米泉町5-85","076-242-6175","076-242-7458","fushih@m1.ishikawa-c.ed.jp","","","","",""
"1704","金沢市","36.545708","136.628058","避難所","","","","","","米泉小学校（指定避難場所）","収容人数：2602
災害適否  地震：利用可能 津波：利用可能 洪水：２階以上で利用可能 土砂：利用可能","921-8044","金沢市米泉町4-133-2","076-242-0551","076-242-0552","","","","","標高：12.0M",""
"1705","金沢市","36.546958","136.63589","避難所","","","","","","清泉公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8042","金沢市泉本町1-160-6","","","","","","","",""
"1706","金沢市","36.539342","136.630113","避難所","","","","","","横川児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8163","金沢市横川4-2","","","","","","","",""
"1707","金沢市","36.540812","136.640353","避難所","","","","","","有松たつあがり公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8161","金沢市有松3-33","","","","","","","",""
"1708","金沢市","36.54039","136.636617","避難所","","","","","","有松児童遊園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8161","金沢市有松4-155","","","","","","","",""
"1709","金沢市","36.542105","136.634544","避難所","","","","","","三馬公民館（指定避難場所）","収容人数：135
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8164","金沢市久安6-59-1","076-243-2734","076-243-2808","","","","","標高：13.8M",""
"1710","金沢市","36.550638","136.635514","避難所","","","","","","金沢高等学校（指定避難場所）","収容人数：653
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8042","金沢市泉本町3-111","076-242-3321","076-243-7231","","","","","",""
"1711","金沢市","36.547902","136.63624","避難所","","","","","","清泉中学校（指定避難場所）","収容人数：3532
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8042","金沢市泉本町3-3","076-226-0881","076-226-0882","","","","","標高：12.1M",""
"1712","金沢市","36.543588","136.633615","避難所","","","","","","三馬小学校（指定避難場所）","収容人数：2543
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8164","金沢市久安6-154","076-243-2261","076-243-2262","","","","","標高：12.8M",""
"1713","金沢市","36.552521","136.582514","避難所","","","","","","いなほふれあい公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0378","金沢市いなほ1-8","","","","","","","",""
"1714","金沢市","36.563901","136.600074","避難所","","","","","","神野東公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","920-0365","金沢市神野町東107","","","","","","","",""
"1715","金沢市","36.547781","136.592031","避難所","","","","","","上荒屋１丁目くすのき公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8065","金沢市上荒屋1-346","","","","","","","",""
"1716","金沢市","36.560157","136.593297","避難所","","","","","","矢木第１児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8066","金沢市矢木3-308","","","","","","","",""
"1717","金沢市","36.553336","136.588619","避難所","","","","","","上荒屋もくれん公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8065","金沢市上荒屋6-446","","","","","","","",""
"1718","金沢市","36.557434","136.589472","避難所","","","","","","上荒屋にれの木公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8065","金沢市上荒屋5-453","","","","","","","",""
"1719","金沢市","36.550466","136.589906","避難所","","","","","","上荒屋つばき公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8065","金沢市上荒屋8-43","","","","","","","",""
"1720","金沢市","36.553753","136.593355","避難所","","","","","","三和公民館（指定避難場所）","収容人数：123
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8065","金沢市上荒屋4-82","076-240-7530","076-240-7530","","","","","標高：8.9M",""
"1721","金沢市","36.557951","136.596746","避難所","","","","","","三和小学校（指定避難場所）","収容人数：2372
災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8066","金沢市矢木1-74","076-240-0088","076-240-0089","","","","","標高：7.6M",""
"1722","金沢市","36.552713","136.608346","避難所","","","","","","八日市出町ふるみや公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8063","金沢市八日市出町718","","","","","","","",""
"1723","金沢市","36.559681","136.610624","避難所","","","","","","古府町第１児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","920-0362","金沢市古府町南851","","","","","","","",""
"1724","金沢市","36.554159","136.615462","避難所","","","","","","西金児童公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8055","金沢市西金沢新町256","","","","","","","",""
"1725","金沢市","36.556111","136.604723","避難所","","","","","","チカモリ遺跡公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：利用可能 土砂：利用可能","921-8062","金沢市新保本5-47","","","","","","","",""
"1726","金沢市","36.557154","136.615849","避難所","","","","","","西部中央公園（指定避難場所）","災害適否  地震：利用可能 津波：利用可能 洪水：未利用 土砂：利用可能","921-8054","金沢市西金沢5-286","","","","","","","",""
